,Produkt 1,Produkt 2
0,24.534751701971583,37.38320020400018
1,70.06446343672407,43.559197706604365
2,39.40649537731475,68.93247151426165
3,60.146825700302216,35.606706311145615
4,20.030939861749037,60.607587019044104
5,52.79168904453844,62.989941932937185
6,58.21571421233672,42.416771888968285
7,44.33737976272331,75.97740740766346
8,62.26567251319421,57.47521665417952
9,52.21039765048589,44.59755229371346
10,39.53035137912736,76.03840662122823
11,56.94541943115898,64.51870752448289
12,68.15526453345848,42.91688964876442
13,44.0259219700799,56.40536690327579
14,36.91504904655194,55.03026333573865
15,51.46834421161527,35.898528371872665
16,44.32064617524391,61.612217184123786
17,43.8767072309214,49.62386461466116
18,31.889791225098282,51.965945002502764
19,33.80908045981611,61.61483891611667
20,43.54811737253369,33.43646826361538
21,44.154759877121386,46.634238350122764
22,48.94134522638174,49.397787112921016
23,59.069426863784834,58.78308593586323
24,50.57502254969726,59.307202535676325
25,43.84407139138935,79.4764022364121
26,45.48696860850977,65.22441106343294
27,39.78578235448305,49.425656453920766
28,65.43591138828478,38.71835464121321
29,38.87380158986091,41.84322486562521
30,28.51383387959043,49.78195587402923
31,65.72840434209688,44.8036679692588
32,26.635700384823032,36.61171742251382
33,46.3350004617656,51.13113385157051
34,35.66231681221864,49.42490930262654
35,56.200506877063205,64.23353949281203
36,55.198931957719616,51.98936355052403
37,38.21035628539704,43.684606126220906
38,37.128534411036654,64.68233474041632
39,66.8553671549719,25.676143273378912
40,36.95561200918691,38.95939585644006
41,43.08669460795631,39.762547809601514
42,50.52629425926903,58.6728969767913
43,38.370277066382656,57.336574978810084
44,49.242182789546796,31.394536165398055
45,51.27230549967413,20.36539987901265
46,67.33105065667246,21.016592846167413
47,54.67578199325193,49.035102709850456
48,52.3689307520078,35.12614127021451
49,60.966250280091295,54.696908734591474
50,62.156478582263674,73.06744481786465
51,56.83677338021904,46.2846189653782
52,46.24382147067004,61.49645524378655
53,70.77443415399136,63.080783392753425
54,21.843971143930283,54.723696158719044
55,58.6818671987962,73.26215868490793
56,67.59757028483759,25.535117670369566
57,61.445489815326226,33.459804250856635
58,27.174884199620866,46.62705692017795
59,62.75481107880451,49.880368964609154
60,16.296518972110675,74.09406119495058
61,22.501560264041448,90.36181517740732
62,49.24105978084018,18.597490907097075
63,60.092292885573606,74.49361289072507
64,46.994439441129,64.80067399283242
65,46.3807643734488,34.214502127800024
66,57.97311942847678,40.14208669422176
67,60.47718488148817,39.28158008491157
68,60.06946748474418,46.10343695580928
69,62.5801041018282,60.601693389270466
70,36.48605497207414,64.83597680632836
71,60.40351806540577,57.34884983724217
72,55.96216070093305,61.25820746542001
73,31.287321722854173,42.218460838208166
74,61.167307997631504,69.06544380697697
75,41.675016801823794,49.245597069996414
76,57.10661099806676,77.52570008952543
77,31.21754563544389,49.81016300532694
78,46.706270143359546,39.98568749115377
79,75.98993435893075,41.37504363229806
80,68.66731933759111,46.64099307469263
81,24.253497023676598,47.301151812876235
82,66.55609112082495,41.07008967678204
83,38.33525073999698,55.858530213164286
84,31.368593793087985,57.2272456637464
85,46.163588950432995,56.687913396940814
86,52.44928757277537,60.71930781062486
87,69.13714365686695,21.808287852748816
88,33.531225468509625,51.68757328855509
89,61.192783840155556,54.0703325930771
90,53.169212217429056,69.98381342917905
91,48.321761686964074,37.985830208440476
92,44.46656714111684,63.55367906886397
93,54.1722533826726,73.41470808236681
94,29.924556881565394,47.04698734225889
95,54.845895357354806,52.506933207006874
96,42.043588771206736,49.36343952511614
97,55.966521734664845,79.91548130485943
98,54.275610397192665,64.83618406981542
99,67.24476824780115,24.672679460119628
100,32.043742916888,43.627820103972944
101,52.141144008925686,70.16107548813645
102,39.90449371513394,56.91396317144235
103,64.78770837339802,36.15472176966389
104,48.20510738265836,55.883534085450215
105,86.81876633938899,37.371655601940084
106,19.117857184292443,41.8944219443833
107,43.08918758787795,43.844926288958504
108,26.648164729146295,20.57908311929119
109,50.15184823595772,66.4619280697436
110,56.59418247555452,58.81490292710998
111,49.193311751266315,58.589237600984944
112,35.85017827305779,33.20057775139982
113,75.6264135950335,58.4242760596489
114,69.97804563178236,31.537682454875597
115,40.14355744660647,56.444574397900915
116,42.53164357971646,55.89689248894104
117,24.132990370469155,42.196698306170816
118,47.35300204652516,24.761683364297113
119,18.773247465690755,67.38312522734503
120,46.27766967730455,51.64646138246017
121,36.31903031477418,59.58757638080057
122,64.50318104930585,41.33489800694848
123,49.99475456922696,47.68425895114858
124,54.08292414671148,45.73701004512343
125,68.90121591196032,25.092656251895807
126,37.74057697309088,51.52572366869148
127,66.6477507373653,81.4834049512593
128,38.14930797283723,75.14231302180207
129,45.97393385193634,70.08656203374329
130,49.57879066644679,65.43891623836723
131,67.15373642374844,39.88080380171074
132,69.71914731082525,69.00512264694892
133,37.07531243985843,59.45131205034936
134,38.25318242560962,51.21256808874963
135,43.902460021231605,49.04994786208265
136,18.022811308273194,40.97856275578699
137,37.91173390525832,22.893535165004344
138,86.41955793667452,31.928778236130036
139,44.20488363357812,40.181402761178646
140,50.57201773295391,52.28670486632612
141,81.67316647502803,55.37012796470246
142,49.538292392887875,59.97221331686919
143,56.17799979089095,45.93701855932126
144,52.61577808011434,37.49464741779083
145,56.33466567372637,47.11466453865716
146,48.20038097781535,35.70070916261794
147,34.60602472248236,54.92828490838793
148,62.92607812892888,68.20195634274258
149,42.50886302510193,74.62101432991604
150,40.0724933268307,44.23406718887179
151,42.645650598035644,38.576937487018256
152,75.6425164017313,56.54641866658696
153,39.771881149766614,60.02821404099579
154,54.66338788619321,64.87667439199538
155,43.1165918958646,14.964472839761292
156,45.16832850056524,52.63795487017687
157,36.48405428999271,62.72591836573155
158,65.77318181200212,64.1596583689586
159,51.09135238380377,61.99846677309518
160,63.33470333026598,22.614856061262977
161,38.76868764539595,49.1845835484827
162,55.76167679084673,83.46799808624067
163,58.316679191485626,48.540970065370416
164,69.48971384154332,49.88368105522744
165,53.70827046512165,49.3508009595085
166,66.27695874061868,80.57875088128452
167,17.82619425774587,26.945696386177474
168,47.22948672823087,56.29381874923241
169,40.21519212055425,38.07235351303583
170,64.41973564511449,50.752296252689135
171,24.939210403297626,16.059001280359013
172,68.07367750583782,59.2503846793878
173,39.42120365721702,57.96069861889026
174,55.33096526909668,51.84397177588197
175,30.723938572467713,56.422794328271294
176,9.046654127361094,41.79620748662911
177,43.469787693766094,37.63832713607181
178,65.75271232463854,58.2263602587251
